"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/11/17","ユニクロ","-1290","JCBカード","日用品","衣類","","0","uWp2yCKxqa5F3xFWvalJbsAPCEj9l90jst_UOr6X2qI"
"1","2024/11/17","Ｓｕｉｃａ〔携帯決済〕","-3000","JCBカード","日用品","交通費","","0","Yk8vYfzDlj_fZQI19I9Rn827wmk9N4Mi_ztbLOiOmXM"
"1","2024/11/17","ＭＯＶＩＸ　さいたま","-450","JCBカード","交際費","交際費","","0","wuP5kBqLyZ8joaKORDoQWpe8goMulvA1Jm3TabT9AK0"
"1","2024/11/17","マクドナルドモバイルオーダーペイ","-2430","JCBカード","食費","外食","","0","qgY32D4IynKFidqosnsx2ZXZAFkUhtsOd6omrHn5SMo"
"1","2024/11/16","コクーンシティ 002304000900 生パスタ専門店 スパラ","-1287","メルペイ（残高払い）","食費","外食","","0","qZPb7IY3WpGXZA4hdhWKJpfDwM3RVUr4MJZ1OuWQfuE"
"1","2024/11/16","ＥＴＣ　美女木第二－和光第一　　軽自動","-300","JCBカード","自動車","道路料金","","0","ID4BMH9WFhpqHsqgbPoSlukYVeIp-i9N232rvWfldgI"
"1","2024/11/16","ＥＴＣ　新都心上　－美女木上　　軽自動","-460","JCBカード","自動車","道路料金","","0","JhcTbTFkAzVH4TrJd5dph0vOZXkLwEOh6pboImePRdY"
"1","2024/11/16","東京電力　電気料金等　０６年１１月分","-10835","JCBカード","住宅","水道光熱費","","0","QR_E4h1gNGZ5sxbnhaRkSFA7KfqIcKFpYADywFEipTw"
"0","2024/11/16","ATM セブン銀行","-4000","【け】住信SBIネット銀行","現金・カード","ATM引き出し","","1","ZNEIJhOJbwcdIbAdat7GqPp-Zkl2BICrkaylqlfANEI"
"0","2024/11/16","ATM セブン銀行","22000","【け】住信SBIネット銀行","収入","一時所得","","1","CGbxlkXtvxoXzajS-UKYmbzmd7DPIO6hL4esOxfVgpw"
"1","2024/11/16","ＥＮＥＯＳ－ＳＳ","-2726","JCBカード","自動車","ガソリン","","0","bkl1xxAFVVTI6REu4zgtQcDc0vn4aRyHT5DSDuJo-gE"
"1","2024/11/16","スターバックス　コーヒー　ジャパン","-3000","JCBカード","食費","外食","","0","lqkt5JKHiF8AhSIgGVJwX1gxgGy0-xD4dJgz2valVrU"
"1","2024/11/16","コクーンシティ","-1870","JCBカード","その他","雑費","","0","ZSyr3j65HF-H0TYvXmrQVb4QhXj2duvftXi0uYaa_ic"
"1","2024/11/16","００２３０４０００５００　せんば自由軒キ","-1100","JCBカード","食費","外食","","0","jgutOIexuskICBey0Bc0DgAis_76ABEQHCH5_KrSvwk"
"1","2024/11/16","００２３０４０００７００　ＡＭＡＲＡ","-1090","JCBカード","食費","外食","","0","wItt2tJJYj4cYiBWoCKCzalqZh7ja1WwkPSrApt1UCQ"
"1","2024/11/16","ヨドバシカメラ　さいたま新都心駅前店","-25231","JCBカード","日用品","日用品","","0","PaEh6X0TWwuws0BzWRucd2DIy8CXM967QZsi7O4UhX4"
"1","2024/11/16","ＪＲ東日本モバイルＳｕｉｃａ","-10000","JCBカード","日用品","交通費","","0","UI2JeuaZrS5hXQshQVPtGGa1gvurRaB1yM_ryo5R-2E"
"0","2024/11/15","振替 SBI証券","494","【け】住信SBIネット銀行","未分類","未分類","","1","1pDv9JJ_pMzZAbfNJWpQpgMjM6oq5t01g601FYSy8IY"
"1","2024/11/15","ゴールドカード年会費","-11000","JCBカード","住宅","サブスク","","0","W_6AD9sLVMsQcpwAJETrguptK__UxFiGgpapk3IRfNU"
"1","2024/11/15","ＧＯアプリ〔チップ〕","-200","JCBカード","交通費","タクシー","","0","PgLIbJLcGF-btYe-OgF0BRLBPIATbgwtrFj-Zm262AY"
"1","2024/11/15","ＧＯアプリ〔乗車料金〕","-1600","JCBカード","交通費","タクシー","","0","-wAjeBqoK7e1dl65v25IMCNm3wcvC8rPwpL1l57x_5c"
"1","2024/11/15","ヤオコー新座店","-1534","JCBカード","食費","スーパー","","0","oBlU1eIkQY9QynKJKPH1v7ibGLEXnK6dr8uT_s2YcU0"
"1","2024/11/15","丸亀製麺　朝霞青葉台","-800","JCBカード","食費","外食","","0","L5K6yfj8Lz5Hsk6U_bXT_O3ZOOazURhEZFlz72D7AoY"
"1","2024/11/15","吉澤歯科クリニック","-2580","JCBカード","健康・医療","医療費","","0","2rDBk4lgCGQpEC6AGdPlD4GrW7zHrP8MKHSlDRoC91Y"
"1","2024/11/15","サニーサイド１９２３","-45000","JCBカード","交際費","その他交際費","","0","iCrNkbjL4bTzYUs6ZGKaKEVLR_87_mTx4T0_HgM4GHw"
"1","2024/11/15","肉汁餃子のダンダダン　五反田店西口店","-15735","JCBカード","交際費","その他交際費","","0","D0MjwNVKEIvQ_a4-KgGEd-0nJCHfsE0Z-6o4Svafp_w"
"1","2024/11/15","５億円山分けキャンペーン第５弾特典１０口","1430","JCBカード","収入","一時所得","","0","nUfOXtpc2tgH9xbac2H-MRfq1hXzskqB7FKwW2VSGSg"
"1","2024/11/15","飲み会立替払い","7000","なし","収入","一時所得","","0","DTtfX6BX_SJmZH0w31FApuT-qXuDQc_vgc8nZp69isA"
"1","2024/11/15","飲み会立替払い","39000","なし","収入","一時所得","","0","vdoatlFqqC5RAJSJru1YqC7ucN1KTJaG77BtJtrQoqI"
"0","2024/11/14","SBI証券投信積立サービス","-40000","【ま】三井住友カード","未分類","未分類","","1","bx73YwWVMkKJSti42OdOOvlHI4awN53HOqMqnYhi7oQ"
"1","2024/11/14","フリカエ ペイペイ (S242411142055290D352)","-4000","【け】住信SBIネット銀行","日用品","日用品","","0","IBeIyDSf-m2h8I_bAZEJPlsmM4_d9TjgdXX7n_oV8O0"
"0","2024/11/14","SBI証券投信積立サービス","-40000","【け】三井住友カードNL","未分類","未分類","","1","8zzCrRLK-AIT3sZYt3jWNV64KLz1U-OcGoVPBSXccO0"
"1","2024/11/14","セブン－イレブン朝霞駅南口店","-330","JCBカード","食費","コンビニ","","0","X0nnarbHKbYwkRDRRfI47UQgoOVcXdZgRAE_U_IisAk"
"1","2024/11/13","ららぽーと富士見","-1975","JCBカード","日用品","日用品","","0","xWp3qQq8QuOkobyg_r0hP9CjpPBUuVRaL_3kXi30Yt8"
"1","2024/11/13","ららぽーと富士見","-7763","JCBカード","日用品","日用品","","0","8l3osYPGM5XycmXudNKQip2WDfjhZsqJT2DmkPVD1-8"
"1","2024/11/13","ＡＰＰＬＥ．ＣＯＭ／ＢＩＬＬ","-980","JCBカード","日用品","日用品","","0","Tk59qXpLGLWqgr-phHade5b29m5vdZ7ySdtB5imIaRg"
"1","2024/11/13","ＧＯアプリ〔乗車料金〕","-1600","JCBカード","交通費","タクシー","","0","HptSi9bvOFuZmbCn0dWyy4fII0UFe_ruGu25-8ysji0"
"1","2024/11/13","ヤオコーららぽーと富士見店","-2501","JCBカード","食費","スーパー","","0","0lWyyC3y8KUtgTj9-6zh64vGlgQxyqeNfJNTp--kZ3E"
"1","2024/11/12","[山善] 突っ張り パーテーション 有孔ボード 棚 パンチングボード ラック 壁面収納 カンタン設置 幅20×奥行7×高さ190-260cm 隙間収納 賃貸 組立品 マットブラック WJP-767RM(MBK) 販売: Amazon.co.jp","-6530","Amazon.co.jp","日用品","Amazon","","0","2Y1qS3A9FCnzrPwU9BJNI1SPaDEz4jNOwOKiqjO__dM"
"1","2024/11/12","[山善] 突っ張り ラック ポールハンガー 全体耐荷重30kg ワンタッチ突っ張り (実用新案取得済) 高さ190-260cm コートハンガー 玄関収納 一人暮らし 子供部屋 組立品 マットブラック WJ-725RM(MBK) シングル 販売: Amazon.co.jp","-4337","Amazon.co.jp","日用品","その他日用品","","0","JVH2mQcRH74DNre_fO63lK1NLaZVzmkiZZaLw07OC1g"
"1","2024/11/12","割引","105","Amazon.co.jp","収入","一時所得","","0","NpHGqM2XKJgN9_CX4WmLRcmmh5G_yTcsQcMGy1mtQn8"
"1","2024/11/12","【大容量】キュキュット ウルトラクリーン デカラクサイズ 食器用洗剤 食洗機用 食器も庫内もまるごと強力洗浄 無香性 詰め替え 1350g 販売: Amazon.co.jp","-1047","Amazon.co.jp","日用品","日用品","","0","2EQ95c-M2htOSGGBrP5hQ_5vAHe2p98qYpC30EwwnIw"
"1","2024/11/12","MORIPiLO モリシタ 抱き枕 ちいかわ ハチワレ 28x39cm 取っ手付き ぬいぐるみ クッション なんか小さくてかわいいまくら キャラクター グッズ ブルー 4620869 販売: Amazon.co.jp","-2750","Amazon.co.jp","日用品","日用品","","0","NJIBmJ4IwSWyEh2O5Ob53RIiJ0P8Zz97ToLmsOII8Lg"
"1","2024/11/12","ハンプティーダンプティー新座店","-5390","JCBカード","日用品","衣類","","0","_rGwKYyV-FEA-ucl3f7nu0O8USCA1bkY1U12p-V4LLQ"
"1","2024/11/12","NINTENDO CB1299327576 KYOTO","-7553","JCBカード","その他","雑費","","0","rI9OT-rx8ED6SOmrtKdPzMp92qdfym5qvEAJHaQ2Ax4"
"1","2024/11/12","ＧＯアプリ〔チップ〕","-200","JCBカード","交通費","タクシー","","0","h8iDaYw1Q-QCryswUB5X6xKgdHuwOfa7p8wt0gPWDcQ"
"1","2024/11/12","ＧＯアプリ〔乗車料金〕","-1600","JCBカード","交通費","タクシー","","0","INkQgL22bKHye7WXFEzepv0J49C7AgYtTvw0ltCX2p0"
"1","2024/11/12","ヤオコー新座店","-321","JCBカード","食費","スーパー","","0","D78cioULantONM2IYVAlFLkiJbli4fzjK3bjy5_WAzg"
"0","2024/11/12","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2750","JCBカード","日用品","Amazon","","1","wEU0I-zvdIH9xg5vOhZGLfBeYyPMdoRNWBggFbcRoI8"
"1","2024/11/11","ポイント","502","Amazon.co.jp","収入","一時所得","","0","9t_1yZg1Zmy_JTMSPAYxBPvLxiXqXSFz5mtkp3C7qH8"
"1","2024/11/11","ブラッククローバー 36 (ジャンプコミックスDIGITAL)[Kindle 版] 田畠裕基 販売: 株式会社集英社","-502","Amazon.co.jp","教養・教育","書籍","","0","a_pYtGZfu5RBiJu6l_GQ4dPJTJH-anAxPlmUjlMFgSQ"
"1","2024/11/11","ポイント","638","Amazon.co.jp","収入","一時所得","","0","Gm6LinvwF1X1IhIeppC55A1bg0cWhlEoffK8r7P32hg"
"1","2024/11/11","オリエント(22) (週刊少年マガジンコミックス)[Kindle 版] 大高忍 販売: 株式会社 講談社","-638","Amazon.co.jp","教養・教育","書籍","","0","Lgt_sFaXvhqLUVq8ynB8xxv-1gxsSc4hHr9ZWuz3_u8"
"1","2024/11/11","エレコム ワイヤレス トラックボールマウス Bluetooth IST (イスト)シリーズ 5ボタン 親指操作 ベアリング支持 Windows Mac Chromebook ブラック M-IT11BRABK 販売: Amazon.co.jp","-6290","Amazon.co.jp","日用品","日用品","","0","gSUIzbdTCC1s4W577vQB_TX5z7oOLzvlhpBiBL5ZXAY"
"1","2024/11/11","【3点セット】 Merit メリット 泡で出てくる シャンプーキッズ からまりやすい髪用 つめかえ用 240ml × 3個 販売: Amazon.co.jp","-1256","Amazon.co.jp","日用品","Amazon","","0","Gx5wERAgHu515dmJ0fkdSW6HH6Uupe-vh7ogHAWnOik"
"1","2024/11/11","ポイント","1357","Amazon.co.jp","収入","一時所得","","0","pmHoZ4vuk6QZPxs7-mVeVhjBqS_Btz4r7XOVHkCySBw"
"1","2024/11/11","Amazon Web Services基礎からのネットワーク&サーバー構築改訂4版[Kindle 版] 大澤 文孝, 玉川 憲, 片山 暁雄, 今井 雄太 販売: Amazon Services International LLC","-2673","Amazon.co.jp","その他","事業経費","","0","8ZTRZgCnRF3SJ8FTumtXsch40hStVIy3tnqg3VDZNWw"
"1","2024/11/11","ポイント","158","Amazon.co.jp","収入","一時所得","","0","l3Vs1H8XWCABWtzavs26XSqZFJ_V6u5gq7RmExe-MVk"
"1","2024/11/11","限りある時間の使い方[Kindle 版] オリバー・バークマン, 高橋璃子 販売: Amazon Services International LLC","-1683","Amazon.co.jp","その他","雑費","","0","KqsfO75gWlYBSpUuNfj5qSMyamJZXxMJVSeIM4klYEQ"
"0","2024/11/11","口座振替 ミツイスミトモカード","-40000","【ま】住信SBIネット銀行","現金・カード","カード引き落とし","","1","e0eQ9g7RUNyNJ_HNRJIm9yOs4LOyB6RLygU0CaN88-s"
"1","2024/11/11","ドラッグセイムス新座中央通り店","-2548","JCBカード","日用品","ドラッグストア","","0","OuMuH6mhGXO-O05PaS3a7WVZnueDgyb6UAZwqdLqpC4"
"1","2024/11/11","セブン－イレブン朝霞本町１丁目店","-235","JCBカード","食費","コンビニ","","0","pOYVyVIQif40FhLKaSPEnfGtf7KtdVcy9myStBUqjGo"
"1","2024/11/11","セリア１６９１西友新座店","-660","JCBカード","日用品","その他日用品","","0","oj-PItQAASSmRBASoWgX-_wePQWsJKRs-XhVSLAskYc"
"1","2024/11/11","ｐｏｖｏご利用料金","-330","JCBカード","住宅","通信費","","0","EVcYkigIMfsyAMuB3OV_VIUFnjBSw65ecJVdp7qYhq0"
"0","2024/11/11","AMAZON DOWNLOADS WWW.AMAZON.CO","-1525","JCBカード","日用品","Amazon","","1","WoUGIbRd8kf2_S05mg7zL2SUpScOGZfDMBWQxYvOdak"
"1","2024/11/11","AMAZON DOWNLOADS WWW.AMAZON.CO","-3857","JCBカード","日用品","Amazon","","0","ZKsCtQleyE45XW99Zv-4DyCwKtSbnmMQCj-BBF0NLgA"
"1","2024/11/11","西友","-3667","JCBカード","食費","スーパー","","0","vdTCwoek_5nHw5JoEFkawLxPxGJBHVx8UC9pGD0Sh8Y"
"0","2024/11/11","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-942","JCBカード","日用品","Amazon","","1","C7sY5-t2qaIo3s1ImPSsasa-b_BMNqvBqXA5919ue2w"
"0","2024/11/11","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-7546","JCBカード","日用品","Amazon","","1","YOg6YeePGTxNs7giQ4928CQcrUm4JcSvfv-WKWzW1fE"
"0","2024/11/11","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-10867","JCBカード","日用品","Amazon","","1","_Wwy_zMAdaaQ39i0m2py0SWRmO48QnDSupPghF3Q5T4"
"1","2024/11/11","ホームファッション　ニトリ","-19260","JCBカード","特別な支出","家具・家電","","0","a5tJUt5ndGPOqv_eui94fuwUnlldXOUXYQCxyNwtNlk"
"0","2024/11/11","口座振替 ミツイスミトモカード","-40000","【け】住信SBIネット銀行","現金・カード","カード引き落とし","","1","XPv-VU6Ft1gIdFEOgO8A8D7kE7T3foCk3O8b6aIxDOw"
"0","2024/11/11","口座振替 (カ)ジエーシービー","-829351","【け】住信SBIネット銀行","現金・カード","カード引き落とし","","1","mnSKGmfyQpRbZa0dpdM8p4ZUTT0nXH0xFEvfO83Pecw"
"1","2024/11/11","プレ幼稚園10月分返金","5000","なし","収入","一時所得","","0","18lUZyTO4jHSdekdZzZtUslrxZuzIvnXRUD1YHBirIs"
"1","2024/11/10","しゃぶ葉","-5606","メルペイ（残高払い）","食費","外食","","0","iWGbWURIfDZPV-85lTffpW_ZWCmygQliUgTokzYpblo"
"1","2024/11/10","鰹 創味 つゆ 1L 販売: Amazon.co.jp","-896","Amazon.co.jp","食費","Amazon","","0","H1nTOeYWJPAS3aufHCeMjy3oW-hfC-ld2rmtI9hqgW4"
"0","2024/11/10","AMAZON DOWNLOADS WWW.AMAZON.CO","-1316","JCBカード","日用品","Amazon","","1","mEzSXvZdNMC4UKS9JP0QGqP8nUsI4SbvDkP8oXX5ZDI"
"1","2024/11/10","スターバックス　コーヒー　ジャパン","-3000","JCBカード","食費","外食","","0","IL12HMVmQCGwxm1eG9R5KAMjtH-fEWBJF6FoDzjyifE"
"1","2024/11/09","子供服　なかよし","-2234","JCBカード","日用品","子育て用品","","0","52aO3orTXwrle75yJHk__E36FQHDlWz3XhPKPstDiHE"
"0","2024/11/09","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-896","JCBカード","日用品","Amazon","","1","qgJALGGk5k-3UKRBcBYbJbjedCE4BapOYPm-zqWzQyo"
"1","2024/11/08","友和 水アカクレンジング ☆2023年9月リニューアル ~より使い易くなりました~ 販売: Amazon.co.jp","-632","Amazon.co.jp","日用品","Amazon","","0","hRpMwNRg5jRxSTNQIdjIPt9UoU20uD0oO9UeRSWN6wQ"
"1","2024/11/08","まちくるファンド","-5000","JCBカード","その他","寄付金","","0","ciQ48LNrHGHM-Ex7RvtiROs1T345c-HXFswErNefEOc"
"1","2024/11/08","ＧＯアプリ〔チップ〕","-200","JCBカード","交通費","タクシー","","0","b1GDAva99aNf8kRu7wUM2YyevxEUARGffbnLn-ZJIM8"
"1","2024/11/08","ＧＯアプリ〔乗車料金〕","-1200","JCBカード","交通費","タクシー","","0","ufn9H9Rn44A2fSsS7tV8OHmpklLysu5v6lgf8nnYjJM"
"1","2024/11/08","ユニクロ","-8480","JCBカード","日用品","衣類","","0","KGMkkWFT-_rGtAXz1mzptQNuXM7kHZrO6cvrIZjeQh4"
"0","2024/11/08","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-632","JCBカード","日用品","Amazon","","1","LgNzK_fTI8uaNEeuaN4q1flp3Xmr-QVTOcugOXHKIg0"
"1","2024/11/08","オーケー　新座野火止店","-4209","JCBカード","食費","スーパー","","0","xpKq8JSc_EnFQ-jdL-4svw1UqCTSKONJ15Pu6sXJow8"
"1","2024/11/07","割引","250","Amazon.co.jp","収入","一時所得","","0","i54Qbky9UGAMUkS70q6WDuX7-yO_q9Hlss7U8oYTcNk"
"1","2024/11/07","[ムーンスター] 上履き 日本製 フレッシュメイト60 キッズ ブラック 24.5 cm 2E 販売: アマゾンジャパン合同会社","-2498","Amazon.co.jp","日用品","子育て用品","","0","z6EZj7J6yCQ0f9UKtAwbEcsAIx-BBAb_MLIThlvmOaM"
"1","2024/11/07","配送料・手数料","-650","Amazon.co.jp","日用品","日用品","","0","xN7c0NOuwBHG1y5JAvQ-iFufo44h2QM1jRS9sxGWVqw"
"1","2024/11/07","[ニッセン] インナーシャツ 綿100%長袖Tシャツインナー3枚組(男の子・女の子 子供服・ジュニア服) モノトーン系(杢グレー+紺+黒) 140 販売: nissen(ニッセン)","-2247","Amazon.co.jp","日用品","衣類","","0","2y3y2KLD9Qyi9wbQYLYNMwHWZsgVBxmeuFDRZNlBYJA"
"0","2024/11/07","ATM セブン銀行","-20000","【け】住信SBIネット銀行","現金・カード","ATM引き出し","","1","Yr18bJLzg56pZcMSG0xyoat9n0RNnjoBgXIMJBjzP0U"
"1","2024/11/07","ららぽーと富士見","-3560","JCBカード","日用品","日用品","","0","imSLldzmevB4wHHGFa_wRA16uSIBzUAr8IsXptM4Lhg"
"1","2024/11/07","ヤオコーららぽーと富士見店","-5045","JCBカード","食費","スーパー","","0","UyKsVKDP5Tvq-wc4_sCmIG9rfVPy8yHR4G1A99oF2d4"
"1","2024/11/07","ららぽーと富士見","-1942","JCBカード","日用品","日用品","","0","Z5NnOdKGTnFWFClwFGP42PsS9A3ihpO94ZaRqPg20qw"
"0","2024/11/07","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","-2248","JCBカード","日用品","Amazon","","1","yNgxiai1fXZA7FaJ1jLafbZHjlHARruCtJEpWE3XDSw"
"1","2024/11/07","セブン－イレブン朝霞駅南口店","-181","JCBカード","食費","コンビニ","","0","BxRQAj87EPdGpULC1T3q_wE2F6LS4FWXBYJFwZ7G80s"
"1","2024/11/06","ユニクロ","-8850","JCBカード","日用品","衣類","","0","UJiGahas353xgmSuUtS-VYwNLEsFYOW6lQtL5g8LRhw"
"1","2024/11/06","スパゲッティのパンチョ新座野火止店／ＳＢ","-1980","JCBカード","食費","外食","","0","zcqIakvxZ8DnslbMvPRG89n2vgafZfsqeRoiw_8XkzM"
